name,call,link,sc,innercall
"Wong, Pak-Heung",1966,barrister/wong-pak-heung,False,False
"Lee, Martin C.M., S.C.",1966,barrister/lee-martin-cm-sc,True,1979
"Fung, Patrick, S.C.",1970,barrister/fung-patrick-sc,True,1995
"Chang, Denis K.L., S.C.",1970,barrister/chang-denis-kl-sc,True,1981
"Leong, Jacqueline P., S.C. (Ms)",1971,barrister/leong-jacqueline-p-sc-ms,True,1990
"Wong, Ronny F.H., S.C.",1973,barrister/wong-ronny-fh-sc,True,1990
"Tam, Maria W.C. (Ms)",1974,barrister/tam-maria-wc-ms,False,False
"Kwok, Kenneth H.W., S.C.",1974,barrister/kwok-kenneth-hw-sc,True,1993
"Chan, Edward K.S., S.C.",1975,barrister/chan-edward-ks-sc,True,1989
"Liao, Andrew, S.C.",1975,barrister/liao-andrew-sc,True,1989
"Hoo, Alan, S.C.",1975,barrister/hoo-alan-sc,True,1990
"Tong, Ronny K.W., S.C.",1975,barrister/tong-ronny-kw-sc,True,1990
"Necholas, John",1975,barrister/necholas-john,False,False
"Bleach, John H.N., S.C.",1975,barrister/bleach-john-hn-sc,True,1995
"Barretto, Ruy, S.C.",1975,barrister/barretto-ruy-sc,True,2001
"Mok, Yeuk-Chi",1975,barrister/mok-yeuk-chi,False,False
"Wong, Ching Y., S.C.",1975,barrister/wong-ching-y-sc,True,1997
"Kotewall, Robert G., S.C.",1976,barrister/kotewall-robert-g-sc,True,1989
"Cheng, Huan, S.C.",1976,barrister/cheng-huan-sc,True,1988
"Neoh, Anthony F., S.C.",1976,barrister/neoh-anthony-f-sc,True,1990
"Yuen, Henry M.",1976,barrister/yuen-henry-m,False,False
"Leung, Raymond Wai Man",1976,barrister/leung-raymond-wai-man,False,False
"Poon, Winston, S.C.",1976,barrister/poon-winston-sc,True,1996
"Pirie, Nicholas F.F.",1976,barrister/pirie-nicholas-ff,False,False
"Ma, Stephen Ming-Tak",1976,barrister/ma-stephen-ming-tak,False,False
"Whitehead, Robert, S.C.",1977,barrister/whitehead-robert-sc,True,2000
"Ozorio, Michael, S.C.",1977,barrister/ozorio-michael-sc,True,1996
"Huggins, Adrian, S.C.",1977,barrister/huggins-adrian-sc,True,1991
"Fung, Daniel R., S.C.",1977,barrister/fung-daniel-r-sc,True,1990
"Moosdeen, Munira (Ms)",1977,barrister/moosdeen-munira-ms,False,False
"Mok, Alice, S.C. (Ms)",1977,barrister/mok-alice-sc-ms,True,1997
"Suen, Kam-Hee",1977,barrister/suen-kam-hee,False,False
"Ho, B.K.",1977,barrister/ho-bk,False,False
"Chan, Warren C.H., S.C.",1978,barrister/chan-warren-ch-sc,True,1994
"Ramanathan, Kumar, S.C.",1978,barrister/ramanathan-kumar-sc,True,2009
"Wong, Po-Wing",1978,barrister/wong-po-wing,False,False
"Li, Gladys, S.C. (Ms)",1978,barrister/li-gladys-sc-ms,True,1990
"Eu, Audrey, S.C. (Ms)",1978,barrister/eu-audrey-sc-ms,True,1993
"Remedios, Corinne D'A (Ms)",1978,barrister/remedios-corinne-da-ms,False,False
"Lai, Thomas Yim-Mo",1978,barrister/lai-thomas-yim-mo,False,False
"Yu, Benjamin, S.C.",1979,barrister/yu-benjamin-sc,True,1995
"Lok, Lawrence, S.C.",1979,barrister/lok-lawrence-sc,True,1994
"Remedios, Leo",1979,barrister/remedios-leo,False,False
"Sujanani, Ramesh K.",1979,barrister/sujanani-ramesh-k,False,False
"Ismail, Anthony",1979,barrister/ismail-anthony,False,False
"Fung, Alfred K.C.",1979,barrister/fung-alfred-kc,False,False
"Lau, Walter",1979,barrister/lau-walter,False,False
"Chan, Siu-Ming",1979,barrister/chan-siu-ming,False,False
"Iu, Thomas P.S.",1979,barrister/iu-thomas-ps,False,False
"Lee, Peter C.T.",1980,barrister/lee-peter-ct,False,False
"Chain, Benjamin",1980,barrister/chain-benjamin,False,False
"Chan, Paul P.L.",1980,barrister/chan-paul-pl,False,False
"Fenton, Jeffrey George",1980,barrister/fenton-jeffrey-george,False,False
"Ho, Kenneth K.M.",1980,barrister/ho-kenneth-km,False,False
"Westbrook, Simon N., S.C.",1981,barrister/westbrook-simon-n-sc,True,2001
"Wu, Roderick K.F.",1981,barrister/wu-roderick-kf,False,False
"Souyave, Adrien Armand",1981,barrister/souyave-adrien-armand,False,False
"Chong, Kai-Man",1981,barrister/chong-kai-man,False,False
"Wong, Alexander",1981,barrister/wong-alexander,False,False
"Tang, Ronald Hon-Bui",1981,barrister/tang-ronald-hon-bui,False,False
"Wai, Terence",1981,barrister/wai-terence,False,False
"Chan, Kevin",1981,barrister/chan-kevin,False,False
"Aiken, Nigel, S.C.",1981,barrister/aiken-nigel-sc,True,1994
"Whitehouse, Frederic C.",1981,barrister/whitehouse-frederic-c,False,False
"Lui, Kit Ling",1982,barrister/lui-kit-ling,False,False
"Chan, Johannes M.M., S.C. (Hon.)",1982,barrister/chan-johannes-mm-sc-hon,True,2003
"Lim, Patrick D.",1982,barrister/lim-patrick-d,False,False
"Clayton, Peter D., S.C.",1982,barrister/clayton-peter-d-sc,True,2005
"Wong, Hay-Yiu",1982,barrister/wong-hay-yiu,False,False
"Hingorani, Jeevan",1982,barrister/hingorani-jeevan,False,False
"Hemmings, John",1982,barrister/hemmings-john,False,False
"Pinto, Josephine (Ms)",1982,barrister/pinto-josephine-ms,False,False
"Smith, Clifford, S.C.",1982,barrister/smith-clifford-sc,True,2001
"Merry, Malcolm",1982,barrister/merry-malcolm,False,False
"Chu, Tak",1983,barrister/chu-tak,False,False
"Sussex, Charles, S.C.",1983,barrister/sussex-charles-sc,True,2000
"Wong, Richard T.W.",1983,barrister/wong-richard-tw,False,False
"Law, Dennis",1983,barrister/law-dennis,False,False
"Wong, Priscilla (Ms)",1983,barrister/wong-priscilla-ms,False,False
"Chan, Kenneth G.M.",1983,barrister/chan-kenneth-gm,False,False
"Yau, Albert K.C.",1983,barrister/yau-albert-kc,False,False
"Pedruco, Luiz A. da Silva",1983,barrister/pedruco-luiz-da-silva,False,False
"Leong, Alan K.K., S.C.",1983,barrister/leong-alan-kk-sc,True,1998
"Yu, Denis G.Q.C.",1983,barrister/yu-denis-gqc,False,False
"Plowman, Gary J., S.C.",1984,barrister/plowman-gary-j-sc,True,1993
"Barlow, Barrie, S.C.",1984,barrister/barlow-barrie-sc,True,2007
"Pennicott, Ian, S.C.",1984,barrister/pennicott-ian-sc,True,2014
"Wong, Horace Y.L., S.C.",1984,barrister/wong-horace-yl-sc,True,2004
"Kat, Nigel, S.C.",1984,barrister/kat-nigel-sc,True,2015
"Yan, John M.Y., S.C.",1984,barrister/yan-john-my-sc,True,2003
"Ho, Ambrose, S.C.",1984,barrister/ho-ambrose-sc,True,2000
"Chan, Chi Hung, S.C.",1984,barrister/chan-chi-hung-sc,True,2005
"Tam, Winnie, S.C. (Ms)",1984,barrister/tam-winnie-sc-ms,True,2006
"Tse, Joseph W.Y., S.C.",1984,barrister/tse-joseph-wy-sc,True,2006
"Kwok, Tim",1984,barrister/kwok-tim,False,False
"Wong, Philip",1984,barrister/wong-philip,False,False
"Cheung, Patrick W.S.",1984,barrister/cheung-patrick-ws,False,False
"Tse, Hon-Yuen",1984,barrister/tse-hon-yuen,False,False
"Lau, Eric Y.N.",1984,barrister/lau-eric-yn,False,False
"Yuen, Kenneth K.L.",1985,barrister/yuen-kenneth-kl,False,False
"Marray, John",1985,barrister/marray-john,False,False
"Liao, Martin C.K.",1985,barrister/liao-martin-ck,False,False
"Lam, Cissy K.S. (Ms)",1985,barrister/lam-cissy-ks-ms,False,False
"Laskey, Edward F. Le B.",1985,barrister/laskey-edward-f-le-b,False,False
"Dykes, Philip John, S.C.",1985,barrister/dykes-philip-john-sc,True,1997
"Remedios, Lisa D'Almada (Ms)",1985,barrister/remedios-lisa-dalmada-ms,False,False
"Shum, Erik Sze-Man",1985,barrister/shum-erik-sze-man,False,False
"Cheung, Kam Fai Peter",1985,barrister/cheung-kam-fai-peter,False,False
"Wong, Chi-Kwong",1985,barrister/wong-chi-kwong,False,False
"Elkinson, Jeffrey P.",1985,barrister/elkinson-jeffrey-p,False,False
"Sarony, Neville Leslie, S.C.",1985,barrister/sarony-neville-leslie-sc,True,1992
"Wong, Man-Kit, S.C.",1985,barrister/wong-man-kit-sc,True,2001
"Luk, Arthur, S.C.",1985,barrister/luk-arthur-sc,True,2002
"Wright, John",1985,barrister/wright-john,False,False
"Polson, Ian H.",1985,barrister/polson-ian-h,False,False
"Panesar, Mahinder M. (Ms)",1985,barrister/panesar-mahinder-m-ms,False,False
"Chiu, Simon Chun-Wan",1985,barrister/chiu-simon-chun-wan,False,False
"Kwok, Eric T.M., S.C.",1985,barrister/kwok-eric-tm-sc,True,2004
"Harris, Graham A., S.C.",1985,barrister/harris-graham-sc,True,2011
"Ma, Jimmy Y.T.",1985,barrister/ma-jimmy-yt,False,False
"Shaw, Jonathan L.M.",1986,barrister/shaw-jonathan-lm,False,False
"Sham, Chung Ping Alain",1986,barrister/sham-chung-ping-alain,False,False
"Allan, William G.",1986,barrister/allan-william-g,False,False
"Leung, Paul C.L.",1986,barrister/leung-paul-cl,False,False
"Percy, Duncan C.H.",1986,barrister/percy-duncan-ch,False,False
"Pow, Jason W.N., S.C.",1986,barrister/pow-jason-wn-sc,True,2005
"Yuen, Bernard",1986,barrister/yuen-bernard,False,False
"Wong, Newman",1986,barrister/wong-newman,False,False
"Mok, Johnny S.L., S.C.",1986,barrister/mok-johnny-sl-sc,True,2006
"Scott, John A., S.C.",1986,barrister/scott-john-sc,True,1996
"Wu, Paul K.N.",1986,barrister/wu-paul-kn,False,False
"Mughal, Hanif M.",1986,barrister/mughal-hanif-m,False,False
"Lee, Lambert K.C.",1986,barrister/lee-lambert-kc,False,False
"Andrews, Robert C.",1986,barrister/andrews-robert-c,False,False
"Hung, Andy Hing-Shek",1986,barrister/hung-andy-hing-shek,False,False
"Grounds, Christopher",1986,barrister/grounds-christopher,False,False
"Leung, Alfred Tin-Yau",1986,barrister/leung-alfred-tin-yau,False,False
"Lee, Susanna W.Y. (Ms)",1986,barrister/lee-susanna-wy-ms,False,False
"Yu, Raymond C.C.",1986,barrister/yu-raymond-cc,False,False
"Chih, Vivian (Ms)",1986,barrister/chih-vivian-ms,False,False
"Chow, Juliana H.L. (Ms)",1986,barrister/chow-juliana-hl-ms,False,False
"Fisher, Gordon William",1986,barrister/fisher-gordon-william,False,False
"Kwan, Thelma T.M. (Ms)",1986,barrister/kwan-thelma-tm-ms,False,False
"So, Selwyn K.M.",1986,barrister/so-selwyn-km,False,False
"Chan, K.C.",1986,barrister/chan-kc,False,False
"Yim, Valentine S.T.",1986,barrister/yim-valentine-st,False,False
"Pao, Felix Ho Ming",1986,barrister/pao-felix-ho-ming,False,False
"Poon, Jackson C.P.",1986,barrister/poon-jackson-cp,False,False
"Fung, Catherine Shuk Yin (Ms)",1987,barrister/fung-catherine-shuk-yin-ms,False,False
"Chua, Guan-Hock, S.C.",1987,barrister/chua-guan-hock-sc,True,2003
"Raffell, Andrew J.",1987,barrister/raffell-andrew-j,False,False
"Chan, Chi-Man",1987,barrister/chan-chi-man,False,False
"Li, Chau-Yuen, S.C.",1987,barrister/li-chau-yuen-sc,True,2012
"McGuinniety, Edward L.",1987,barrister/mcguinniety-edward-l,False,False
"Lo, Francis H.C.",1987,barrister/lo-francis-hc,False,False
"Chan, Kenneth C.L.",1987,barrister/chan-kenneth-cl,False,False
"Chung, Bernard",1987,barrister/chung-bernard,False,False
"Sakhrani, Ashok",1987,barrister/sakhrani-ashok,False,False
"Woon, Freddy Jee-Quan",1987,barrister/woon-freddy-jee-quan,False,False
"Wong, Stewart K.M., S.C.",1987,barrister/wong-stewart-km-sc,True,2011
"Yuen, Rimsky K.K., S.C.",1987,barrister/yuen-rimsky-kk-sc,True,2003
"Cheung, Jeremy Man-Fai",1987,barrister/cheung-jeremy-man-fai,False,False
"Wong, Yan-Lung, S.C.",1987,barrister/wong-yan-lung-sc,True,2002
"McCoy, Gerard, S.C.",1987,barrister/mccoy-gerard-sc,True,1997
"Mitchell, Neil S.",1988,barrister/mitchell-neil-s,False,False
"Chow, Monica (Ms)",1988,barrister/chow-monica-ms,False,False
"Wong, Charles T.C.",1988,barrister/wong-charles-tc,False,False
"Lee, Robert S.K., S.C.",1988,barrister/lee-robert-sk-sc,True,2008
"Draycott, Charlotte E., S.C. (Ms)",1988,barrister/draycott-charlotte-e-sc-ms,True,2008
"Fung, Carol Sheung-Kit (Ms)",1988,barrister/fung-carol-sheung-kit-ms,False,False
"Acton-Bond, Jonathan Edward",1988,barrister/acton-bond-jonathan-edward,False,False
"Miu, Nelson L.",1988,barrister/miu-nelson-l,False,False
"Ng, Margaret (Ms)",1988,barrister/ng-margaret-ms,False,False
"Mak, Andrew Y.S.",1988,barrister/mak-andrew-ys,False,False
"Pang, Robert Y.H., S.C.",1988,barrister/pang-robert-yh-sc,True,2012
"Lee, Christina W.W. (Ms)",1988,barrister/lee-christina-ww-ms,False,False
"Yuen, Anthony W.M.",1988,barrister/yuen-anthony-wm,False,False
"Lo, Henry H.Y.",1988,barrister/lo-henry-hy,False,False
"Yip, Liza S.H. (Ms)",1988,barrister/yip-liza-sh-ms,False,False
"Shum, Edward P.S.",1988,barrister/shum-edward-ps,False,False
"Shieh, Paul W.T., S.C.",1988,barrister/shieh-paul-wt-sc,True,2003
"Chow, Kenneth C.K.",1988,barrister/chow-kenneth-ck,False,False
"Wee, June (Ms)",1988,barrister/wee-june-ms,False,False
"Ma, David W.K.",1988,barrister/ma-david-wk,False,False
"Pilbrow, David G., S.C.",1989,barrister/pilbrow-david-g-sc,True,2005
"Jat, Sew Tong, S.C.",1989,barrister/jat-sew-tong-sc,True,2002
"Chau, Hing-Pang",1989,barrister/chau-hing-pang,False,False
"Houghton, Anthony K., S.C.",1989,barrister/houghton-anthony-k-sc,True,2008
"Lam, Simon K.C.",1989,barrister/lam-simon-kc,False,False
"So, Alan",1989,barrister/so-alan,False,False
"Fung, Louis Karon",1989,barrister/fung-louis-karon,False,False
"Fu, Chong-Sang",1989,barrister/fu-chong-sang,False,False
"Chang, Geoffrey P.",1989,barrister/chang-geoffrey-p,False,False
"Liang, Cecilia (Ms)",1989,barrister/liang-cecilia-ms,False,False
"Lin, Kenny C.P.",1989,barrister/lin-kenny-cp,False,False
"Cruden, Liza Jane (Ms)",1989,barrister/cruden-liza-jane-ms,False,False
"Chan, Samuel K.Y.",1989,barrister/chan-samuel-ky,False,False
"Wong, Kam Hing Fanny (Ms)",1989,barrister/wong-kam-hing-fanny-ms,False,False
"Bullett, Andrew",1989,barrister/bullett-andrew,False,False
"Wong, Meyrick W.K.",1989,barrister/wong-meyrick-wk,False,False
"Yeung, Ming-Tai",1989,barrister/yeung-ming-tai,False,False
"McGowan, James H.M.",1989,barrister/mcgowan-james-hm,False,False
"Liu, Michael K.W.",1989,barrister/liu-michael-kw,False,False
"Ma, Anita (Ms)",1989,barrister/ma-anita-ms,False,False
"Haynes, John C.",1989,barrister/haynes-john-c,False,False
"Yip, Anita H.K., S.C. (Ms)",1989,barrister/yip-anita-hk-sc-ms,True,2014
"Tsui, Raymond Shiu-Wah",1990,barrister/tsui-raymond-shiu-wah,False,False
"Yu, Selwyn, S.C.",1990,barrister/yu-selwyn-sc,True,2010
"Yeung, Yeuk-Chuen",1990,barrister/yeung-yeuk-chuen,False,False
"Liu, Yuen-ming",1990,barrister/liu-yuen-ming,False,False
"Sham, Walker",1990,barrister/sham-walker,False,False
"Litton, John",1990,barrister/litton-john,False,False
"Oderberg, Keith J.",1990,barrister/oderberg-keith-j,False,False
"Cheung, Kam K.L.",1990,barrister/cheung-kam-kl,False,False
"Ng, Alan M.S.",1990,barrister/ng-alan-ms,False,False
"Chow, Edward Lap-San",1990,barrister/chow-edward-lap-san,False,False
"Leong, Susanna K.Y. (Ms)",1990,barrister/leong-susanna-ky-ms,False,False
"Rattigan, Mairéad M. (Ms)",1990,barrister/rattigan-mairéad-m-ms,False,False
"Hon, Kevin",1990,barrister/hon-kevin,False,False
"Lam, Allen M.Y.",1990,barrister/lam-allen-my,False,False
"Marash, Daniel Y., S.C.",1990,barrister/marash-daniel-y-sc,True,1998
"Choi, Danny K.H.",1990,barrister/choi-danny-kh,False,False
"See, Sabrina (Ms)",1990,barrister/see-sabrina-ms,False,False
"Coleman, Russell A., S.C.",1991,barrister/coleman-russell-sc,True,2006
"Chan, Kenny W.K.",1991,barrister/chan-kenny-wk,False,False
"Fitzpatrick, David",1991,barrister/fitzpatrick-david,False,False
"Lam, Osmond",1991,barrister/lam-osmond,False,False
"Leung, Chun-Keung",1991,barrister/leung-chun-keung,False,False
"McNamara, John Patrick",1991,barrister/mcnamara-john-patrick,False,False
"Chan, Charles",1991,barrister/chan-charles,False,False
"Chan, Maurice Joseph",1991,barrister/chan-maurice-joseph,False,False
"Chung, Eric Y.M.",1991,barrister/chung-eric-ym-0,False,False
"Shipp, Colin Andrew",1991,barrister/shipp-colin-andrew,False,False
"Kwong, Ki Tack",1991,barrister/kwong-ki-tack,False,False
"Ng, Alex C.W.",1991,barrister/ng-alex-cw,False,False
"Yip, Francis Kim-Ming",1991,barrister/yip-francis-kim-ming,False,False
"Liang, Alfred W.",1991,barrister/liang-alfred-w,False,False
"Ma, Judy C.Y. (Ms)",1991,barrister/ma-judy-cy-ms,False,False
"Leung, Raymond Wai-Man, S.C.",1992,barrister/leung-raymond-wai-man-sc,True,2014
"Duncan, Peter N., S.C.",1992,barrister/duncan-peter-n-sc,True,2004
"Lam, Paul T.K., S.C.",1992,barrister/lam-paul-tk-sc,True,2013
"Sujanani, Bina Dayaram (Ms)",1992,barrister/sujanani-bina-dayaram-ms,False,False
"Hung, Samson K.M.",1992,barrister/hung-samson-km,False,False
"Lee, Paul T.T.",1992,barrister/lee-paul-tt,False,False
"Clough, Neal John",1992,barrister/clough-neal-john,False,False
"Lo, P.Y.",1992,barrister/lo-py,False,False
"Leung, Hing Fung",1992,barrister/leung-hing-fung,False,False
"Chan, Winnie W.M. (Ms)",1992,barrister/chan-winnie-wm-ms,False,False
"Luk, Victor Ying-Wah",1992,barrister/luk-victor-ying-wah,False,False
"Lo, Caesar Chi-Lam",1992,barrister/lo-caesar-chi-lam,False,False
"Lee, Rebecca M.K. (Ms)",1992,barrister/lee-rebecca-mk-ms,False,False
"Lam, Shun-Chiu",1992,barrister/lam-shun-chiu,False,False
"Kwan, Tong-Lee",1992,barrister/kwan-tong-lee,False,False
"Lam, Simon Heung-Wing",1992,barrister/lam-simon-heung-wing,False,False
"Wong, Symon Yu-Wing",1992,barrister/wong-symon-yu-wing,False,False
"Cheung, Diana H.C. (Ms)",1992,barrister/cheung-diana-hc-ms,False,False
"Lam, Joseph Siu-Wah",1992,barrister/lam-joseph-siu-wah,False,False
"Kwan, Steven M.W.",1992,barrister/kwan-steven-mw,False,False
"Wong, Stephen W.C.",1992,barrister/wong-stephen-wc,False,False
"Cheung, Earnest W.H.",1992,barrister/cheung-earnest-wh,False,False
"Cheng, James C.C.",1992,barrister/cheng-james-cc,False,False
"Ng, Ken K.M.",1992,barrister/ng-ken-km,False,False
"Chui, Steve",1992,barrister/chui-steve,False,False
"Hui, Sammy W.C.",1992,barrister/hui-sammy-wc,False,False
"Cheung, Anthony P.W.",1992,barrister/cheung-anthony-pw,False,False
"Luk, Albert W.H.",1992,barrister/luk-albert-wh,False,False
"Sit, Kwok Bun Peter",1992,barrister/sit-kwok-bun-peter,False,False
"Ma, Henry K.F.",1992,barrister/ma-henry-kf,False,False
"Ku, Susanna Pui-Fong (Ms)",1992,barrister/ku-susanna-pui-fong-ms,False,False
"Boey, Chung",1992,barrister/boey-chung,False,False
"Wong, Brian C.W.",1992,barrister/wong-brian-cw,False,False
"Tam, Carmel K.T.",1992,barrister/tam-carmel-kt,False,False
"Lee, James",1992,barrister/lee-james,False,False
"Harry, Timothy Hawkins",1992,barrister/harry-timothy-hawkins,False,False
"Lai, Ching Hung",1992,barrister/lai-ching-hung,False,False
"Thomson, James Smith",1992,barrister/thomson-james-smith,False,False
"Law, Lawrence T.H.",1992,barrister/law-lawrence-th,False,False
"Cheng, Flora Suk-Yee (Ms)",1992,barrister/cheng-flora-suk-yee-ms,False,False
"Delaney, A. Michael",1992,barrister/delaney-michael,False,False
"Chan, Frederick H.F.",1993,barrister/chan-frederick-hf,False,False
"Koo, Ernest Chak-Ming",1993,barrister/koo-ernest-chak-ming,False,False
"Wong, Peter Ting-Kwong",1993,barrister/wong-peter-ting-kwong,False,False
"Wang, Justin Kwok-Wah",1993,barrister/wang-justin-kwok-wah,False,False
"Grossman, Clive S., S.C.",1993,barrister/grossman-clive-s-sc,True,1993
"Chan, Chung",1993,barrister/chan-chung,False,False
"Yip, Timmy Chi-Hong",1993,barrister/yip-timmy-chi-hong,False,False
"Chong, Tin-Chun",1993,barrister/chong-tin-chun,False,False
"Lam, Nelson H.W.",1993,barrister/lam-nelson-hw,False,False
"Ng, Simon K.C.",1993,barrister/ng-simon-kc,False,False
"Tsui, Raymond Wai-Nam",1993,barrister/tsui-raymond-wai-nam,False,False
"Lau, Raymond Wai-Man",1993,barrister/lau-raymond-wai-man,False,False
"Chan, Charles K.C.",1993,barrister/chan-charles-kc,False,False
"Shaw, Gibson",1993,barrister/shaw-gibson,False,False
"Wong, Christopher T.M.",1993,barrister/wong-christopher-tm,False,False
"Ng, Lawrence K.F.",1993,barrister/ng-lawrence-kf,False,False
"Mak, Bernard",1993,barrister/mak-bernard,False,False
"Cheung, Michael K.B.",1993,barrister/cheung-michael-kb,False,False
"Yeung, Dominic K.",1993,barrister/yeung-dominic-k,False,False
"Kelly, Shaun P.",1993,barrister/kelly-shaun-p,False,False
"Lai, Annie (Ms)",1993,barrister/lai-annie-ms,False,False
"Mak, Chi Biu",1993,barrister/mak-chi-biu,False,False
